comandoerr,comando
cerrarsesion,cerrar sesion
lear,clear
mkdixr,mkdir
kmfile,mkfile
d,cd
lfs,ls
pwm,pwd
descragar,descargar
suir,subir
cambia nombre,cambiar nombre
modificar contenydo,modificar contenido
exxit,exit
cerar sesion,cerrar sesion
clears,clear
ukdir,mkdir
mfile,mkfile
c,cd
lts,ls
vwd,pwd
escargar,descargar
subirz,subir
cabmiar nombre,cambiar nombre
modificar conenido,modificar contenido
exti,exit
cerlrar sesion,cerrar sesion
claer,clear
mkdiz,mkdir
mkfwle,mkfile
d,cd
l,ls
pw,pwd
deiscargar,descargar
usbir,subir
cambiar nmbre,cambiar nombre
modificar contenidz,modificar contenido
exie,exit
cerrar tesion,cerrar sesion
crlear,clear
mkdia,mkdir
tkfile,mkfile
dc,cd
sl,ls
pdw,pwd
deszargar,descargar
usbir,subir
cambiar novbre,cambiar nombre
modificar conkenido,modificar contenido
exti,exit
cerrar sesioon,cerrar sesion
clar,clear
mkidr,mkdir
ikfile,mkfile
cdd,cd
sl,ls
pwy,pwd
rdescargar,descargar
fubir,subir
cambcar nombre,cambiar nombre
modificar contendio,modificar contenido
xit,exit
cerrpr sesion,cerrar sesion
xlear,clear
mkduir,mkdir
mkfille,mkfile
dc,cd
sl,ls
pwyd,pwd
decsargar,descargar
subar,subir
cambiar nombie,cambiar nombre
modificar contenidfo,modificar contenido
eit,exit
cerhrar sesion,cerrar sesion
celar,clear
mkdirc,mkdir
mckfile,mkfile
c,cd
lbs,ls
wpd,pwd
descaroar,descargar
suir,subir
chmbiar nombre,cambiar nombre
modifbicar contenido,modificar contenido
exio,exit
cerrar seision,cerrar sesion
clears,clear
mkdrr,mkdir
mkifle,mkfile
cw,cd
l,ls
pw,pwd
descargav,descargar
suabir,subir
cambia rnombre,cambiar nombre
modfiicar contenido,modificar contenido
eixit,exit
cerrar sesino,cerrar sesion
cear,clear
mktdir,mkdir
fmkfile,mkfile
dc,cd
lu,ls
wpd,pwd
defcargar,descargar
subirj,subir
ambiar nombre,cambiar nombre
modificar conteneido,modificar contenido
emxit,exit
cerrar fesion,cerrar sesion
clekar,clear
mkpdir,mkdir
mkfiel,mkfile
pcd,cd
sl,ls
pdw,pwd
descargacr,descargar
sbuir,subir
camibar nombre,cambiar nombre
modificar cotenido,modificar contenido
ecit,exit
cerrar serion,cerrar sesion
celar,clear
kmdir,mkdir
mkile,mkfile
d,cd
s,ls
pwdj,pwd
kescargar,descargar
saubir,subir
cambiar nmbre,cambiar nombre
modificar contemnido,modificar contenido
exti,exit
cerrar seion,cerrar sesion
claer,clear
mkir,mkdir
mkifle,mkfile
cm,cd
s,ls
pwo,pwd
yescargar,descargar
subdir,subir
hcambiar nombre,cambiar nombre
modificar contenpdo,modificar contenido
eixt,exit
cerar sesion,cerrar sesion
lear,clear
mkdi,mkdir
mkfil,mkfile
fd,cd
ps,ls
pwdn,pwd
descarga,descargar
sbuir,subir
cambiar nombue,cambiar nombre
modificar cotnenido,modificar contenido
exi,exit
cerrar sesoin,cerrar sesion
cear,clear
mdir,mkdir
mfile,mkfile
cdi,cd
tls,ls
wpd,pwd
decsargar,descargar
sbir,subir
cabiar nombre,cambiar nombre
modifipcar contenido,modificar contenido
exti,exit
cerrar sseion,cerrar sesion
clnar,clear
ukdir,mkdir
mkfle,mkfile
cj,cd
l,ls
pdw,pwd
descaroar,descargar
subr,subir
cambiar nombr,cambiar nombre
modifciar contenido,modificar contenido
edit,exit
cerrar sision,cerrar sesion
cleuar,clear
mkddr,mkdir
kmfile,mkfile
c,cd
sl,ls
wd,pwd
descargr,descargar
usbir,subir
cambira nombre,cambiar nombre
odificar contenido,modificar contenido
wexit,exit
cerrar seison,cerrar sesion
lcear,clear
mkdi,mkdir
mkifle,mkfile
ci,cd
sl,ls
wd,pwd
descarsar,descargar
subr,subir
cambiar nombr,cambiar nombre
modifcar contenido,modificar contenido
eixt,exit
cerrcr sesion,cerrar sesion
clar,clear
mkdri,mkdir
mfkile,mkfile
dc,cd
lsr,ls
pwhd,pwd
derscargar,descargar
sabir,subir
cambiarjnombre,cambiar nombre
modifiqcar contenido,modificar contenido
xeit,exit
cerrarsesion,cerrar sesion
clexar,clear
mkdi,mkdir
mkfige,mkfile
cpd,cd
sl,ls
pwl,pwd
dsecargar,descargar
ubir,subir
cyambiar nombre,cambiar nombre
modiaicar contenido,modificar contenido
exot,exit
cerraresesion,cerrar sesion
clera,clear
mkdri,mkdir
mkfkile,mkfile
dc,cd
hs,ls
pwp,pwd
descagar,descargar
subr,subir
cambmiar nombre,cambiar nombre
modficar contenido,modificar contenido
exita,exit
cerar sesion,cerrar sesion
cear,clear
kmdir,mkdir
mkfle,mkfile
dc,cd
lls,ls
wpd,pwd
descrgar,descargar
ubir,subir
cambiar nombrn,cambiar nombre
modificar conenido,modificar contenido
eixt,exit
cerrar ession,cerrar sesion
clewar,clear
zmkdir,mkdir
mkficle,mkfile
ctd,cd
sl,ls
wpd,pwd
descagar,descargar
supir,subir
caumbiar nombre,cambiar nombre
modificar ocntenido,modificar contenido
mxit,exit
cerrar sesios,cerrar sesion
clzar,clear
kdir,mkdir
mkfimle,mkfile
c,cd
kls,ls
hpwd,pwd
decargar,descargar
sbuir,subir
cambiar onmbre,cambiar nombre
mdificar contenido,modificar contenido
exiqt,exit
ecrrar sesion,cerrar sesion
blear,clear
mkdri,mkdir
mkfille,mkfile
d,cd
sl,ls
pd,pwd
decargar,descargar
sbuir,subir
kambiar nombre,cambiar nombre
modificar contendo,modificar contenido
exith,exit
cerrar esion,cerrar sesion
clnear,clear
kdir,mkdir
kfile,mkfile
d,cd
qs,ls
pd,pwd
xdescargar,descargar
saubir,subir
cambiar nombmre,cambiar nombre
modificag contenido,modificar contenido
egit,exit
cerrar sefsion,cerrar sesion
lcear,clear
mkdicr,mkdir
mkfle,mkfile
vd,cd
rls,ls
owd,pwd
descapgar,descargar
skbir,subir
cambiar nombye,cambiar nombre
modificac contenido,modificar contenido
xeit,exit
cterrar sesion,cerrar sesion
cear,clear
mkdidr,mkdir
mkile,mkfile
cdi,cd
l,ls
bpwd,pwd
desargar,descargar
usbir,subir
cambiar nombhe,cambiar nombre
modfiicar contenido,modificar contenido
exti,exit
cerrear sesion,cerrar sesion
clhear,clear
kmdir,mkdir
mkfilc,mkfile
hcd,cd
sl,ls
pdw,pwd
desoargar,descargar
subi,subir
cambar nombre,cambiar nombre
modificar contnido,modificar contenido
eixt,exit
cerrar sesison,cerrar sesion
vlear,clear
mxdir,mkdir
mkflie,mkfile
ck,cd
s,ls
ypwd,pwd
descarar,descargar
subil,subir
cambiar nohbre,cambiar nombre
modificar conteindo,modificar contenido
eixt,exit
cerrar ssion,cerrar sesion
lcear,clear
mkdii,mkdir
mkqile,mkfile
zd,cd
sl,ls
pad,pwd
descafgar,descargar
suibr,subir
ambiar nombre,cambiar nombre
modificar contendo,modificar contenido
zexit,exit
cerrar sesiont,cerrar sesion
clera,clear
mdkir,mkdir
mkfil,mkfile
d,cd
lsq,ls
pwxd,pwd
edscargar,descargar
subri,subir
cabiar nombre,cambiar nombre
modificar fcontenido,modificar contenido
exitd,exit
cerrarsesion,cerrar sesion
xclear,clear
mkwir,mkdir
mkfuile,mkfile
cdq,cd
sl,ls
wd,pwd
cescargar,descargar
subvir,subir
calmbiar nombre,cambiar nombre
modificxar contenido,modificar contenido
exti,exit
cerrar sesin,cerrar sesion
cler,clear
mdir,mkdir
mkfle,mkfile
d,cd
sl,ls
vpwd,pwd
descarcgar,descargar
sbuir,subir
cambiar dnombre,cambiar nombre
omdificar contenido,modificar contenido
exti,exit
cerrar sesin,cerrar sesion
cler,clear
tkdir,mkdir
mkfifle,mkfile
zcd,cd
s,ls
pdw,pwd
descaragr,descargar
sbuir,subir
cambiarnombre,cambiar nombre
fodificar contenido,modificar contenido
exist,exit
cerpar sesion,cerrar sesion
clea,clear
mkdirx,mkdir
mkfilre,mkfile
dc,cd
sl,ls
wd,pwd
descbrgar,descargar
srbir,subir
cambiar ombre,cambiar nombre
modifciar contenido,modificar contenido
ext,exit
cerrar sesino,cerrar sesion
clera,clear
mkdiur,mkdir
mkfoile,mkfile
dc,cd
l,ls
pwk,pwd
dscargar,descargar
suir,subir
cambiarn ombre,cambiar nombre
modificar rcontenido,modificar contenido
eit,exit
cerrar seison,cerrar sesion
cler,clear
mdkir,mkdir
mkifle,mkfile
c,cd
cs,ls
wpd,pwd
deschargar,descargar
sunbir,subir
cambirr nombre,cambiar nombre
modificar contencdo,modificar contenido
exio,exit
cerrar selsion,cerrar sesion
clearj,clear
mkir,mkdir
mkfil,mkfile
scd,cd
xls,ls
wd,pwd
jescargar,descargar
subr,subir
cambiar ombre,cambiar nombre
modificar cogntenido,modificar contenido
exik,exit
cerrar sesiong,cerrar sesion
clar,clear
mkdim,mkdir
mkficle,mkfile
dc,cd
lso,ls
pdw,pwd
descragar,descargar
subiyr,subir
cambiar nompbre,cambiar nombre
muodificar contenido,modificar contenido
exitl,exit
cerrar seison,cerrar sesion
clar,clear
madir,mkdir
mkfil,mkfile
cdt,cd
l,ls
wd,pwd
edscargar,descargar
suir,subir
cambiar nmbre,cambiar nombre
moidficar contenido,modificar contenido
xeit,exit
crrar sesion,cerrar sesion
celar,clear
mkidr,mkdir
lmkfile,mkfile
c,cd
s,ls
pd,pwd
dsecargar,descargar
ubir,subir
camiar nombre,cambiar nombre
modificarf contenido,modificar contenido
exiz,exit
cerrra sesion,cerrar sesion
coear,clear
mdkir,mkdir
mkfiel,mkfile
dc,cd
lu,ls
pdw,pwd
descarglr,descargar
subri,subir
cambira nombre,cambiar nombre
mdoificar contenido,modificar contenido
xit,exit
cerrarq sesion,cerrar sesion
lcear,clear
mkdio,mkdir
kmfile,mkfile
cdz,cd
gs,ls
awd,pwd
djscargar,descargar
usbir,subir
cmabiar nombre,cambiar nombre
modificar contyenido,modificar contenido
exrt,exit
lcerrar sesion,cerrar sesion
celar,clear
mkdix,mkdir
mfkile,mkfile
dc,cd
lzs,ls
jwd,pwd
descaragr,descargar
slbir,subir
cambiar nmombre,cambiar nombre
modificlr contenido,modificar contenido
eqit,exit
crrar sesion,cerrar sesion
clfar,clear
mkdivr,mkdir
mkflie,mkfile
td,cd
lj,ls
wpd,pwd
descrgar,descargar
sbuir,subir
camuiar nombre,cambiar nombre
modififar contenido,modificar contenido
exite,exit
cerrra sesion,cerrar sesion
yclear,clear
mdir,mkdir
mkfiqle,mkfile
dc,cd
sl,ls
wpd,pwd
descarhar,descargar
fsubir,subir
cambiarunombre,cambiar nombre
modifikcar contenido,modificar contenido
xeit,exit
cerrr sesion,cerrar sesion
clbar,clear
mkfir,mkdir
mkflie,mkfile
d,cd
sl,ls
pxwd,pwd
decargar,descargar
subri,subir
calbiar nombre,cambiar nombre
moxificar contenido,modificar contenido
exic,exit
cerrar sesionu,cerrar sesion
cyear,clear
mkdr,mkdir
mkfiwle,mkfile
dc,cd
js,ls
pwdz,pwd
descargatr,descargar
suqbir,subir
cambiar bombre,cambiar nombre
modificar contencdo,modificar contenido
pxit,exit
cerra sesion,cerrar sesion
cleayr,clear
kmdir,mkdir
mkifle,mkfile
md,cd
l,ls
pxd,pwd
descagrar,descargar
sbuir,subir
cambiaz nombre,cambiar nombre
mjdificar contenido,modificar contenido
ecxit,exit
cprrar sesion,cerrar sesion
hlear,clear
mkdri,mkdir
mkfie,mkfile
c,cd
gs,ls
wd,pwd
descargaxr,descargar
sbuir,subir
cambira nombre,cambiar nombre
midificar contenido,modificar contenido
exsit,exit
cerrars esion,cerrar sesion
clxear,clear
rmkdir,mkdir
mkfilye,mkfile
cz,cd
lsc,ls
pkd,pwd
descarga,descargar
skubir,subir
cvambiar nombre,cambiar nombre
modificar contetnido,modificar contenido
exsit,exit
cerrae sesion,cerrar sesion
clbear,clear
mkidr,mkdir
mksile,mkfile
dc,cd
sl,ls
pd,pwd
descargra,descargar
sbuir,subir
camiar nombre,cambiar nombre
modificar contnido,modificar contenido
exhit,exit
cerrar seison,cerrar sesion
clera,clear
mkidr,mkdir
pkfile,mkfile
gd,cd
dls,ls
pdw,pwd
decargar,descargar
nsubir,subir
cambiar nombe,cambiar nombre
modlficar contenido,modificar contenido
exuit,exit
cerriar sesion,cerrar sesion
clkear,clear
mkir,mkdir
mkfikle,mkfile
d,cd
s,ls
wpd,pwd
decsargar,descargar
subirq,subir
cambiar nomlre,cambiar nombre
modificar conetnido,modificar contenido
xit,exit
cerrar session,cerrar sesion
clera,clear
mkdri,mkdir
mkfiel,mkfile
d,cd
lz,ls
pd,pwd
edscargar,descargar
asubir,subir
cambiar enombre,cambiar nombre
modificar contneido,modificar contenido
xeit,exit
cerorar sesion,cerrar sesion
cleae,clear
mkdri,mkdir
mkfiel,mkfile
d,cd
us,ls
pxd,pwd
descargat,descargar
subiw,subir
cambiar nomre,cambiar nombre
modifnicar contenido,modificar contenido
eit,exit
cerra sesion,cerrar sesion
cleayr,clear
mkdr,mkdir
mkfiule,mkfile
d,cd
sl,ls
pdw,pwd
desargar,descargar
subin,subir
cambiar nomber,cambiar nombre
modificar conteinido,modificar contenido
exuit,exit
cerrar seison,cerrar sesion
lcear,clear
mkdzir,mkdir
mkifle,mkfile
c,cd
lis,ls
wd,pwd
decargar,descargar
suibr,subir
cabiar nombre,cambiar nombre
modificra contenido,modificar contenido
exti,exit
cerra rsesion,cerrar sesion
celar,clear
vmkdir,mkdir
mkflie,mkfile
c,cd
sl,ls
wd,pwd
descarga,descargar
subkr,subir
cambiar ndombre,cambiar nombre
modificaru contenido,modificar contenido
exiq,exit
errar sesion,cerrar sesion
clera,clear
mkdi,mkdir
lmkfile,mkfile
dc,cd
ils,ls
wd,pwd
desvcargar,descargar
pubir,subir
cambiar nmobre,cambiar nombre
modificar cotnenido,modificar contenido
hxit,exit
cerrarsesion,cerrar sesion
clar,clear
mkdirf,mkdir
mkfisle,mkfile
c,cd
ly,ls
pwu,pwd
descargal,descargar
suibr,subir
cambiar nomvbre,cambiar nombre
modificar conteniod,modificar contenido
exity,exit
cerrars esion,cerrar sesion
cleawr,clear
pmkdir,mkdir
mvfile,mkfile
d,cd
xls,ls
pwgd,pwd
desscargar,descargar
slbir,subir
cambiar ombre,cambiar nombre
modificar kontenido,modificar contenido
exti,exit
cerrar seion,cerrar sesion
cleabr,clear
mkdr,mkdir
mkfible,mkfile
md,cd
lsy,ls
wpd,pwd
descagrar,descargar
suir,subir
cambiar nomrbe,cambiar nombre
modificar ocntenido,modificar contenido
sxit,exit
cerrar session,cerrar sesion
cleor,clear
mfdir,mkdir
mkfle,mkfile
cdd,cd
ss,ls
pw,pwd
descagrar,descargar
usbir,subir
camviar nombre,cambiar nombre
modeficar contenido,modificar contenido
etit,exit
cerrar sesoion,cerrar sesion
lear,clear
kmdir,mkdir
mkile,mkfile
cf,cd
l,ls
wpd,pwd
dsecargar,descargar
subi,subir
cambiar nobmre,cambiar nombre
modificar coatenido,modificar contenido
eixt,exit
cerrar sseion,cerrar sesion
cear,clear
mdkir,mkdir
mkfilee,mkfile
jd,cd
s,ls
wd,pwd
destcargar,descargar
jubir,subir
cambiar nombve,cambiar nombre
modficar contenido,modificar contenido
vxit,exit
cerrar setion,cerrar sesion
lear,clear
mkidr,mkdir
mkfihle,mkfile
cdu,cd
kls,ls
wd,pwd
desycargar,descargar
ubir,subir
clmbiar nombre,cambiar nombre
modifocar contenido,modificar contenido
ext,exit
cyerrar sesion,cerrar sesion
clearm,clear
mkdiz,mkdir
mekfile,mkfile
ccd,cd
sl,ls
pw,pwd
descfargar,descargar
sbuir,subir
cambiar nvombre,cambiar nombre
modificab contenido,modificar contenido
exic,exit
ecrrar sesion,cerrar sesion
cear,clear
mkdi,mkdir
mfile,mkfile
zcd,cd
bs,ls
pjd,pwd
dsecargar,descargar
usbir,subir
cambiar nomkre,cambiar nombre
moidficar contenido,modificar contenido
exti,exit
cerrar ession,cerrar sesion
clearu,clear
kdir,mkdir
kmfile,mkfile
ct,cd
l,ls
pdw,pwd
defcargar,descargar
suber,subir
cambiar noebre,cambiar nombre
modficar contenido,modificar contenido
exitz,exit
cerrar sesidon,cerrar sesion
cljar,clear
mdkir,mkdir
mmkfile,mkfile
c,cd
ks,ls
pdw,pwd
descaragr,descargar
subitr,subir
cambiar nobmbre,cambiar nombre
modificar cjntenido,modificar contenido
xeit,exit
cerrars esion,cerrar sesion
cleari,clear
mkdair,mkdir
mkflie,mkfile
cld,cd
sl,ls
wd,pwd
escargar,descargar
subi,subir
cambiara nombre,cambiar nombre
modifjcar contenido,modificar contenido
exiot,exit
cerrar sesoin,cerrar sesion
clelr,clear
mtdir,mkdir
mkfilek,mkfile
dc,cd
sl,ls
pdw,pwd
desyargar,descargar
subi,subir
camblar nombre,cambiar nombre
modificar ucontenido,modificar contenido
exlt,exit
cerrra sesion,cerrar sesion
cledr,clear
mkdif,mkdir
amkfile,mkfile
cdr,cd
lsf,ls
pwdx,pwd
dyescargar,descargar
subri,subir
camybiar nombre,cambiar nombre
modaificar contenido,modificar contenido
nxit,exit
cerrar esion,cerrar sesion
celar,clear
mkdijr,mkdir
mkfie,mkfile
ed,cd
l,ls
pwds,pwd
dzescargar,descargar
ubir,subir
camrbiar nombre,cambiar nombre
modifiaar contenido,modificar contenido
ext,exit
cerra sesion,cerrar sesion
clar,clear
mxdir,mkdir
kfile,mkfile
d,cd
lsk,ls
pdw,pwd
descargr,descargar
subior,subir
kambiar nombre,cambiar nombre
modificar contienido,modificar contenido
eiit,exit
serrar sesion,cerrar sesion
dclear,clear
mkdimr,mkdir
mfile,mkfile
c,cd
sl,ls
jwd,pwd
dmscargar,descargar
submir,subir
cambihar nombre,cambiar nombre
modificar cotnenido,modificar contenido
cxit,exit
cerrra sesion,cerrar sesion
claer,clear
mkdiy,mkdir
mkfyle,mkfile
c,cd
l,ls
wd,pwd
descafgar,descargar
subiir,subir
cambiar nomfbre,cambiar nombre
modifucar contenido,modificar contenido
exigt,exit
cerrarqsesion,cerrar sesion
clearj,clear
mkdtr,mkdir
mkfime,mkfile
dc,cd
l,ls
pwv,pwd
descaragr,descargar
srbir,subir
cambiarn ombre,cambiar nombre
modificar cxntenido,modificar contenido
egit,exit
cerrra sesion,cerrar sesion
cleaa,clear
mmkdir,mkdir
mkfice,mkfile
cbd,cd
lo,ls
pdw,pwd
destcargar,descargar
spubir,subir
cambiar nomfre,cambiar nombre
modificar conteunido,modificar contenido
erxit,exit
cerrra sesion,cerrar sesion
clea,clear
mkdi,mkdir
kfile,mkfile
pd,cd
sl,ls
pwdf,pwd
descnrgar,descargar
fsubir,subir
cambxiar nombre,cambiar nombre
modificar contezido,modificar contenido
exi,exit
cerrar zesion,cerrar sesion
clera,clear
mkdr,mkdir
mkile,mkfile
cda,cd
lw,ls
pw,pwd
desscargar,descargar
skbir,subir
camtbiar nombre,cambiar nombre
modifiacr contenido,modificar contenido
ebxit,exit
cerrar ession,cerrar sesion
cleoar,clear
mkdixr,mkdir
mkile,mkfile
d,cd
lso,ls
pw,pwd
dpescargar,descargar
subi,subir
cambiar nombare,cambiar nombre
mdoificar contenido,modificar contenido
exiyt,exit
cerrard sesion,cerrar sesion
claer,clear
mkdri,mkdir
mkfilge,mkfile
c,cd
l,ls
pd,pwd
descagar,descargar
sumir,subir
cambiar nomre,cambiar nombre
modificar conteido,modificar contenido
etit,exit
cerrar esion,cerrar sesion
clgear,clear
ekdir,mkdir
kfile,mkfile
co,cd
ds,ls
pdw,pwd
descargr,descargar
subis,subir
cambir nombre,cambiar nombre
modificar contendo,modificar contenido
xeit,exit
cergar sesion,cerrar sesion
lcear,clear
mkir,mkdir
kmfile,mkfile
cn,cd
els,ls
wpd,pwd
descarar,descargar
suubir,subir
ambiar nombre,cambiar nombre
modgficar contenido,modificar contenido
eaxit,exit
cergrar sesion,cerrar sesion
czear,clear
mdir,mkdir
mfkile,mkfile
cid,cd
s,ls
pd,pwd
descragar,descargar
subr,subir
cambiar nomber,cambiar nombre
mdoificar contenido,modificar contenido
xeit,exit
cerrar sseion,cerrar sesion
clera,clear
mkdirq,mkdir
tkfile,mkfile
dc,cd
l,ls
pdw,pwd
desckargar,descargar
subij,subir
cambia nombre,cambiar nombre
modificar contennido,modificar contenido
eixt,exit
cerar sesion,cerrar sesion
ciear,clear
mkdi,mkdir
mkfale,mkfile
hcd,cd
s,ls
pw,pwd
descagrar,descargar
skbir,subir
caombiar nombre,cambiar nombre
modificar conteido,modificar contenido
qexit,exit
cerrarsesion,cerrar sesion
lcear,clear
mkdiq,mkdir
mkflie,mkfile
dc,cd
l,ls
pwk,pwd
decargar,descargar
suhir,subir
cambkiar nombre,cambiar nombre
modificdar contenido,modificar contenido
exyit,exit
crerar sesion,cerrar sesion
cleae,clear
mkdirv,mkdir
mkflie,mkfile
d,cd
l,ls
pd,pwd
descaragr,descargar
asubir,subir
cambiar sombre,cambiar nombre
mdificar contenido,modificar contenido
exirt,exit
cerrar sedsion,cerrar sesion
cear,clear
mdir,mkdir
mkfil,mkfile
rd,cd
l,ls
pwdz,pwd
dscargar,descargar
subi,subir
cambiar nmobre,cambiar nombre
modificar ontenido,modificar contenido
exict,exit
cerrar sebion,cerrar sesion
clead,clear
mkdi,mkdir
mkfle,mkfile
qcd,cd
lj,ls
pwt,pwd
decargar,descargar
xubir,subir
cambiar nosbre,cambiar nombre
jodificar contenido,modificar contenido
exi,exit
cerrrar sesion,cerrar sesion
cear,clear
mkdzr,mkdir
mkfilre,mkfile
d,cd
ws,ls
pwv,pwd
descargarw,descargar
supbir,subir
cambar nombre,cambiar nombre
modificar conenido,modificar contenido
lexit,exit
cerrarsesion,cerrar sesion
cliar,clear
mkdyir,mkdir
mkfle,mkfile
c,cd
ln,ls
pw,pwd
descaryar,descargar
uubir,subir
cambiar nombcre,cambiar nombre
modificar contpnido,modificar contenido
xeit,exit
cerrar sesino,cerrar sesion
claer,clear
mdkir,mkdir
mkifle,mkfile
gcd,cd
is,ls
pw,pwd
bdescargar,descargar
ubir,subir
cambfiar nombre,cambiar nombre
mhdificar contenido,modificar contenido
xit,exit
bcerrar sesion,cerrar sesion
clar,clear
mkir,mkdir
mkifle,mkfile
crd,cd
lo,ls
pwr,pwd
descarcgar,descargar
usbir,subir
camjiar nombre,cambiar nombre
modificar ccontenido,modificar contenido
eixt,exit
cerrr sesion,cerrar sesion
cleahr,clear
mdkir,mkdir
mkfiel,mkfile
dc,cd
sl,ls
pw,pwd
descangar,descargar
suir,subir
cmabiar nombre,cambiar nombre
vmodificar contenido,modificar contenido
exti,exit
cerrar cesion,cerrar sesion
cleyar,clear
hkdir,mkdir
mkwile,mkfile
dc,cd
ll,ls
swd,pwd
descargaer,descargar
sbuir,subir
cambiar ncombre,cambiar nombre
modificar conteniod,modificar contenido
vxit,exit
cerrar swsion,cerrar sesion
clea,clear
kdir,mkdir
mkfitle,mkfile
cf,cd
lu,ls
wpd,pwd
descargaxr,descargar
ubir,subir
cambiar nomfbre,cambiar nombre
modifiacr contenido,modificar contenido
exti,exit
cerrar ession,cerrar sesion
clera,clear
mkdiq,mkdir
kmfile,mkfile
cdd,cd
lsw,ls
pdw,pwd
descarar,descargar
sbuir,subir
cambiar nomrre,cambiar nombre
modificar contenqido,modificar contenido
uxit,exit
cerrlar sesion,cerrar sesion
jlear,clear
kdir,mkdir
mkgfile,mkfile
c,cd
kls,ls
prwd,pwd
escargar,descargar
sbuir,subir
camiar nombre,cambiar nombre
modificar cotnenido,modificar contenido
exitg,exit
cerrar sesiong,cerrar sesion
clea,clear
mdkir,mkdir
mkfil,mkfile
d,cd
sl,ls
pdw,pwd
descarga,descargar
subitr,subir
cambiart nombre,cambiar nombre
modificar conenido,modificar contenido
euit,exit
cerrar sesin,cerrar sesion
tlear,clear
kdir,mkdir
mkfle,mkfile
dc,cd
sl,ls
pwb,pwd
descargcr,descargar
suibr,subir
cambair nombre,cambiar nombre
modificarcontenido,modificar contenido
exxit,exit
cerrar sesuon,cerrar sesion
crear,clear
mkdi,mkdir
mkile,mkfile
qd,cd
s,ls
wpd,pwd
descargax,descargar
subr,subir
jcambiar nombre,cambiar nombre
modificar wontenido,modificar contenido
xit,exit
cerrar seson,cerrar sesion
clera,clear
mkdif,mkdir
kmfile,mkfile
d,cd
sl,ls
pywd,pwd
descdrgar,descargar
submr,subir
cambiar nommre,cambiar nombre
modiifcar contenido,modificar contenido
ext,exit
ccrrar sesion,cerrar sesion
clera,clear
mekdir,mkdir
mkflie,mkfile
cld,cd
sl,ls
pw,pwd
dsecargar,descargar
subi,subir
cambiar nombr,cambiar nombre
moidficar contenido,modificar contenido
eoxit,exit
cerar sesion,cerrar sesion
cleair,clear
